District,Year,Month,Precipitation,Latitude,Longitude
Humla,2020,1,59.84937785,30.031246,81.879939
Darchula,2020,1,69.27888887,29.891764,80.79208
Bajhang,2020,1,85.08318588,29.707187,81.177552
Mugu,2020,1,82.45269314,29.616697,82.370045
Bajura,2020,1,71.56932593,29.560981,81.563751
Baitadi,2020,1,86.89941283,29.505748,80.568945
Dolpa,2020,1,43.82077577,29.169672,83.051675
Jumla,2020,1,91.90255891,29.271429,82.216955
Kalikot,2020,1,100.0433809,29.193791,81.751297
Doti,2020,1,100.6627785,29.168435,80.894631
Dadeldhura,2020,1,97.1956772,29.223587,80.485935
Achham,2020,1,94.43832214,29.113284,81.297039
Mustang,2020,1,34.44412968,28.982166,83.857865
Dailekh,2020,1,80.8648472,28.877176,81.675712
Jajarkot,2020,1,106.2955149,28.864711,82.166041
Kanchanpur,2020,1,80.28275741,28.862743,80.321964
Kailali,2020,1,109.5089048,28.743479,80.875891
Rukum,2020,1,54.42420721,28.700602,82.663139
Surkhet,2020,1,77.78122445,28.63821,81.58624
Manang,2020,1,24.16259892,28.675265,84.224174
Myagdi,2020,1,41.85001385,28.553634,83.460469
Gorkha,2020,1,20.80189473,28.319581,84.79061
Bardiya,2020,1,62.5819281,28.384409,81.399746
Salyan,2020,1,50.54790208,28.397541,82.137366
Baglung,2020,1,39.44124754,28.34594,83.253815
Kaski,2020,1,32.42570636,28.354788,83.998296
Rolpa,2020,1,41.6383259,28.343304,82.625385
Lamjung,2020,1,23.89653011,28.292067,84.430079
Parbat,2020,1,48.98598431,28.209591,83.680393
Rasuwa,2020,1,16.21260546,28.183009,85.410846
Pyuthan,2020,1,47.25386754,28.118619,82.866551
Dhading,2020,1,24.18436136,27.950737,84.961925
Banke,2020,1,42.30063344,28.086256,81.827979
Gulmi,2020,1,48.60309108,28.093716,83.3024
Dang,2020,1,46.37724437,27.962875,82.417879
Syangja,2020,1,53.49087401,28.0212,83.804351
Sindhupalchok,2020,1,18.83955755,27.913888,85.737562
Dolakha,2020,1,20.36048704,27.783823,86.194733
Tanahu,2020,1,27.54829079,27.955538,84.252931
Arghakhanchi,2020,1,50.79205664,27.918662,83.073749
Solukhumbu,2020,1,21.58445927,27.712663,86.717251
Nuwakot,2020,1,19.97598275,27.914389,85.236035
Sankhuwasabha,2020,1,26.4934826,27.582582,87.277929
Palpa,2020,1,61.92026542,27.818993,83.625544
Taplejung,2020,1,17.32713322,27.581838,87.820592
Chitwan,2020,1,23.53939958,27.585455,84.436234
Nawalparasi,2020,1,31.1296221,27.633505,83.952535
Kapilbastu,2020,1,39.9598144,27.636098,82.989886
Ramechhap,2020,1,20.20562128,27.508253,86.170473
Kathmandu,2020,1,17.32465669,27.725003,85.334538
Rupandehi,2020,1,46.78331689,27.581858,83.389628
Kavre,2020,1,17.99216594,27.539266,85.618132
Bhaktapur,2020,1,16.46968498,27.679856,85.442301
Makwanpur,2020,1,19.43561442,27.469932,85.079392
Lalitpur,2020,1,21.94518396,27.539145,85.341026
Okhaldhunga,2020,1,22.10599493,27.331806,86.418922
Bhojpur,2020,1,21.69337108,27.180734,87.067909
Parsa,2020,1,19.2705342,27.239618,84.780146
Sindhuli,2020,1,21.20712625,27.201824,85.943553
Khotang,2020,1,18.92203818,27.169881,86.787232
Panchthar,2020,1,15.05671122,27.115552,87.774862
Bara,2020,1,15.41702414,27.109749,85.070726
Tehrathum,2020,1,17.30666931,27.153802,87.547205
Rautahat,2020,1,17.15520909,27.002265,85.302537
Dhankuta,2020,1,14.24885079,26.991155,87.33102
Sarlahi,2020,1,21.03236232,26.985199,85.563792
Udayapur,2020,1,20.00488857,26.913352,86.696839
Mahottari,2020,1,17.48135385,26.883426,85.819526
Ilam,2020,1,13.85499082,26.879457,87.90406
Dhanusa,2020,1,15.32590598,26.829398,86.033434
Siraha,2020,1,18.55287323,26.757133,86.340126
Saptari,2020,1,19.15676584,26.616442,86.725082
Morang,2020,1,14.91142563,26.617733,87.472352
Sunsari,2020,1,18.3056706,26.65068,87.164867
Jhapa,2020,1,13.82789051,26.580276,87.913405
Humla,2020,2,19.44239716,30.031246,81.879939
Darchula,2020,2,33.36375813,29.891764,80.79208
Bajhang,2020,2,26.52966324,29.707187,81.177552
Mugu,2020,2,19.89811618,29.616697,82.370045
Bajura,2020,2,27.03224402,29.560981,81.563751
Baitadi,2020,2,38.33173416,29.505748,80.568945
Dolpa,2020,2,16.05368514,29.169672,83.051675
Jumla,2020,2,28.81595055,29.271429,82.216955
Kalikot,2020,2,50.83086463,29.193791,81.751297
Doti,2020,2,34.36723036,29.168435,80.894631
Dadeldhura,2020,2,44.1073224,29.223587,80.485935
Achham,2020,2,31.30971086,29.113284,81.297039
Mustang,2020,2,16.74225617,28.982166,83.857865
Dailekh,2020,2,35.84800105,28.877176,81.675712
Jajarkot,2020,2,42.59120919,28.864711,82.166041
Kanchanpur,2020,2,31.57511397,28.862743,80.321964
Kailali,2020,2,40.93996934,28.743479,80.875891
Rukum,2020,2,25.97236915,28.700602,82.663139
Surkhet,2020,2,34.91740662,28.63821,81.58624
Manang,2020,2,15.0795936,28.675265,84.224174
Myagdi,2020,2,18.9590813,28.553634,83.460469
Gorkha,2020,2,17.41711602,28.319581,84.79061
Bardiya,2020,2,33.83738456,28.384409,81.399746
Salyan,2020,2,34.71730611,28.397541,82.137366
Baglung,2020,2,19.5717956,28.34594,83.253815
Kaski,2020,2,20.3270755,28.354788,83.998296
Rolpa,2020,2,27.74984491,28.343304,82.625385
Lamjung,2020,2,18.76684907,28.292067,84.430079
Parbat,2020,2,19.37577396,28.209591,83.680393
Rasuwa,2020,2,15.7282022,28.183009,85.410846
Pyuthan,2020,2,25.7143359,28.118619,82.866551
Dhading,2020,2,20.74406575,27.950737,84.961925
Banke,2020,2,27.05387996,28.086256,81.827979
Gulmi,2020,2,26.55138374,28.093716,83.3024
Dang,2020,2,29.11033103,27.962875,82.417879
Syangja,2020,2,22.52673093,28.0212,83.804351
Sindhupalchok,2020,2,18.51726986,27.913888,85.737562
Dolakha,2020,2,18.72858155,27.783823,86.194733
Tanahu,2020,2,25.76814371,27.955538,84.252931
Arghakhanchi,2020,2,29.28672566,27.918662,83.073749
Solukhumbu,2020,2,13.05550453,27.712663,86.717251
Nuwakot,2020,2,16.05840952,27.914389,85.236035
Sankhuwasabha,2020,2,12.24735343,27.582582,87.277929
Palpa,2020,2,29.46924587,27.818993,83.625544
Taplejung,2020,2,12.25730353,27.581838,87.820592
Chitwan,2020,2,20.09245177,27.585455,84.436234
Nawalparasi,2020,2,24.48003031,27.633505,83.952535
Kapilbastu,2020,2,22.31809189,27.636098,82.989886
Ramechhap,2020,2,20.43545044,27.508253,86.170473
Kathmandu,2020,2,16.75647707,27.725003,85.334538
Rupandehi,2020,2,21.78564894,27.581858,83.389628
Kavre,2020,2,18.83424334,27.539266,85.618132
Bhaktapur,2020,2,18.9778669,27.679856,85.442301
Makwanpur,2020,2,22.46865462,27.469932,85.079392
Lalitpur,2020,2,21.42530273,27.539145,85.341026
Okhaldhunga,2020,2,17.78801409,27.331806,86.418922
Bhojpur,2020,2,11.91349761,27.180734,87.067909
Parsa,2020,2,21.42648749,27.239618,84.780146
Sindhuli,2020,2,18.37397564,27.201824,85.943553
Khotang,2020,2,10.15570764,27.169881,86.787232
Panchthar,2020,2,16.11534052,27.115552,87.774862
Bara,2020,2,16.09134099,27.109749,85.070726
Tehrathum,2020,2,16.01016262,27.153802,87.547205
Rautahat,2020,2,17.12533275,27.002265,85.302537
Dhankuta,2020,2,13.5872826,26.991155,87.33102
Sarlahi,2020,2,15.88190899,26.985199,85.563792
Udayapur,2020,2,19.70979659,26.913352,86.696839
Mahottari,2020,2,19.40045519,26.883426,85.819526
Ilam,2020,2,17.3207936,26.879457,87.90406
Dhanusa,2020,2,21.45668754,26.829398,86.033434
Siraha,2020,2,19.91315645,26.757133,86.340126
Saptari,2020,2,25.28088688,26.616442,86.725082
Morang,2020,2,19.92110604,26.617733,87.472352
Sunsari,2020,2,21.12445182,26.65068,87.164867
Jhapa,2020,2,19.64876084,26.580276,87.913405
Humla,2020,3,84.79529525,30.031246,81.879939
Darchula,2020,3,102.1086155,29.891764,80.79208
Bajhang,2020,3,96.95509893,29.707187,81.177552
Mugu,2020,3,122.3176159,29.616697,82.370045
Bajura,2020,3,92.8376866,29.560981,81.563751
Baitadi,2020,3,155.4833917,29.505748,80.568945
Dolpa,2020,3,84.8363925,29.169672,83.051675
Jumla,2020,3,89.73032192,29.271429,82.216955
Kalikot,2020,3,100.6762143,29.193791,81.751297
Doti,2020,3,129.7949932,29.168435,80.894631
Dadeldhura,2020,3,168.1260808,29.223587,80.485935
Achham,2020,3,105.1182009,29.113284,81.297039
Mustang,2020,3,57.63784615,28.982166,83.857865
Dailekh,2020,3,91.51535362,28.877176,81.675712
Jajarkot,2020,3,70.12923314,28.864711,82.166041
Kanchanpur,2020,3,83.00141115,28.862743,80.321964
Kailali,2020,3,118.4966665,28.743479,80.875891
Rukum,2020,3,87.71987909,28.700602,82.663139
Surkhet,2020,3,97.21017286,28.63821,81.58624
Manang,2020,3,61.00765851,28.675265,84.224174
Myagdi,2020,3,74.87120728,28.553634,83.460469
Gorkha,2020,3,51.22672037,28.319581,84.79061
Bardiya,2020,3,72.64505328,28.384409,81.399746
Salyan,2020,3,89.796694,28.397541,82.137366
Baglung,2020,3,71.72547824,28.34594,83.253815
Kaski,2020,3,62.6395101,28.354788,83.998296
Rolpa,2020,3,93.3640853,28.343304,82.625385
Lamjung,2020,3,60.09366153,28.292067,84.430079
Parbat,2020,3,61.15094424,28.209591,83.680393
Rasuwa,2020,3,40.56028553,28.183009,85.410846
Pyuthan,2020,3,81.35408656,28.118619,82.866551
Dhading,2020,3,49.49194626,27.950737,84.961925
Banke,2020,3,63.15635966,28.086256,81.827979
Gulmi,2020,3,70.99612183,28.093716,83.3024
Dang,2020,3,72.168747,27.962875,82.417879
Syangja,2020,3,64.29025523,28.0212,83.804351
Sindhupalchok,2020,3,47.50531575,27.913888,85.737562
Dolakha,2020,3,44.42406603,27.783823,86.194733
Tanahu,2020,3,50.00798499,27.955538,84.252931
Arghakhanchi,2020,3,66.81854652,27.918662,83.073749
Solukhumbu,2020,3,40.6318312,27.712663,86.717251
Nuwakot,2020,3,42.56951023,27.914389,85.236035
Sankhuwasabha,2020,3,57.71069005,27.582582,87.277929
Palpa,2020,3,61.55438505,27.818993,83.625544
Taplejung,2020,3,49.866727,27.581838,87.820592
Chitwan,2020,3,39.24306617,27.585455,84.436234
Nawalparasi,2020,3,43.28376821,27.633505,83.952535
Kapilbastu,2020,3,39.16075306,27.636098,82.989886
Ramechhap,2020,3,48.32651419,27.508253,86.170473
Kathmandu,2020,3,45.35503052,27.725003,85.334538
Rupandehi,2020,3,36.69767549,27.581858,83.389628
Kavre,2020,3,53.04178336,27.539266,85.618132
Bhaktapur,2020,3,52.65899198,27.679856,85.442301
Makwanpur,2020,3,53.84180678,27.469932,85.079392
Lalitpur,2020,3,55.54132126,27.539145,85.341026
Okhaldhunga,2020,3,51.27197466,27.331806,86.418922
Bhojpur,2020,3,50.3950372,27.180734,87.067909
Parsa,2020,3,50.88048176,27.239618,84.780146
Sindhuli,2020,3,60.53032519,27.201824,85.943553
Khotang,2020,3,57.87948815,27.169881,86.787232
Panchthar,2020,3,54.01079881,27.115552,87.774862
Bara,2020,3,53.86282576,27.109749,85.070726
Tehrathum,2020,3,58.71357008,27.153802,87.547205
Rautahat,2020,3,57.03800176,27.002265,85.302537
Dhankuta,2020,3,45.28136138,26.991155,87.33102
Sarlahi,2020,3,58.75184913,26.985199,85.563792
Udayapur,2020,3,57.2399653,26.913352,86.696839
Mahottari,2020,3,47.064984,26.883426,85.819526
Ilam,2020,3,46.31467802,26.879457,87.90406
Dhanusa,2020,3,38.23971748,26.829398,86.033434
Siraha,2020,3,43.0250894,26.757133,86.340126
Saptari,2020,3,47.95723763,26.616442,86.725082
Morang,2020,3,41.9563487,26.617733,87.472352
Sunsari,2020,3,41.9994452,26.65068,87.164867
Jhapa,2020,3,40.9921666,26.580276,87.913405
Humla,2020,4,49.95066346,30.031246,81.879939
Darchula,2020,4,59.74159526,29.891764,80.79208
Bajhang,2020,4,64.26376985,29.707187,81.177552
Mugu,2020,4,56.36631535,29.616697,82.370045
Bajura,2020,4,58.46948454,29.560981,81.563751
Baitadi,2020,4,100.6170568,29.505748,80.568945
Dolpa,2020,4,39.45740184,29.169672,83.051675
Jumla,2020,4,56.4603701,29.271429,82.216955
Kalikot,2020,4,91.9332389,29.193791,81.751297
Doti,2020,4,82.74590939,29.168435,80.894631
Dadeldhura,2020,4,120.5822691,29.223587,80.485935
Achham,2020,4,72.35840808,29.113284,81.297039
Mustang,2020,4,47.49634392,28.982166,83.857865
Dailekh,2020,4,65.94480129,28.877176,81.675712
Jajarkot,2020,4,63.35758012,28.864711,82.166041
Kanchanpur,2020,4,64.77507678,28.862743,80.321964
Kailali,2020,4,62.8605001,28.743479,80.875891
Rukum,2020,4,64.38750868,28.700602,82.663139
Surkhet,2020,4,48.55317177,28.63821,81.58624
Manang,2020,4,97.23858625,28.675265,84.224174
Myagdi,2020,4,83.40987027,28.553634,83.460469
Gorkha,2020,4,96.90167134,28.319581,84.79061
Bardiya,2020,4,45.80984106,28.384409,81.399746
Salyan,2020,4,41.01913686,28.397541,82.137366
Baglung,2020,4,78.36979448,28.34594,83.253815
Kaski,2020,4,139.0781403,28.354788,83.998296
Rolpa,2020,4,65.03544086,28.343304,82.625385
Lamjung,2020,4,125.8475396,28.292067,84.430079
Parbat,2020,4,140.378313,28.209591,83.680393
Rasuwa,2020,4,82.569809,28.183009,85.410846
Pyuthan,2020,4,85.15346191,28.118619,82.866551
Dhading,2020,4,109.3088845,27.950737,84.961925
Banke,2020,4,38.08245852,28.086256,81.827979
Gulmi,2020,4,103.7827973,28.093716,83.3024
Dang,2020,4,69.8642208,27.962875,82.417879
Syangja,2020,4,134.7366766,28.0212,83.804351
Sindhupalchok,2020,4,116.1872615,27.913888,85.737562
Dolakha,2020,4,118.7117634,27.783823,86.194733
Tanahu,2020,4,146.3936434,27.955538,84.252931
Arghakhanchi,2020,4,84.83737867,27.918662,83.073749
Solukhumbu,2020,4,97.95272591,27.712663,86.717251
Nuwakot,2020,4,82.28808883,27.914389,85.236035
Sankhuwasabha,2020,4,166.0269719,27.582582,87.277929
Palpa,2020,4,98.33444324,27.818993,83.625544
Taplejung,2020,4,161.8234097,27.581838,87.820592
Chitwan,2020,4,109.8680594,27.585455,84.436234
Nawalparasi,2020,4,92.94253821,27.633505,83.952535
Kapilbastu,2020,4,43.08925589,27.636098,82.989886
Ramechhap,2020,4,115.717894,27.508253,86.170473
Kathmandu,2020,4,96.45292579,27.725003,85.334538
Rupandehi,2020,4,49.95913142,27.581858,83.389628
Kavre,2020,4,119.4793609,27.539266,85.618132
Bhaktapur,2020,4,90.46156819,27.679856,85.442301
Makwanpur,2020,4,144.7923677,27.469932,85.079392
Lalitpur,2020,4,118.46783,27.539145,85.341026
Okhaldhunga,2020,4,110.9223695,27.331806,86.418922
Bhojpur,2020,4,127.2904103,27.180734,87.067909
Parsa,2020,4,115.2617111,27.239618,84.780146
Sindhuli,2020,4,124.2620265,27.201824,85.943553
Khotang,2020,4,113.1063262,27.169881,86.787232
Panchthar,2020,4,174.0756795,27.115552,87.774862
Bara,2020,4,120.7587102,27.109749,85.070726
Tehrathum,2020,4,178.5528609,27.153802,87.547205
Rautahat,2020,4,126.254889,27.002265,85.302537
Dhankuta,2020,4,133.288583,26.991155,87.33102
Sarlahi,2020,4,114.1545446,26.985199,85.563792
Udayapur,2020,4,103.4561484,26.913352,86.696839
Mahottari,2020,4,92.79930379,26.883426,85.819526
Ilam,2020,4,154.1410448,26.879457,87.90406
Dhanusa,2020,4,75.79209029,26.829398,86.033434
Siraha,2020,4,82.58963736,26.757133,86.340126
Saptari,2020,4,99.71938402,26.616442,86.725082
Morang,2020,4,136.9212077,26.617733,87.472352
Sunsari,2020,4,111.5865254,26.65068,87.164867
Jhapa,2020,4,131.4505506,26.580276,87.913405
Humla,2020,5,54.76748583,30.031246,81.879939
Darchula,2020,5,54.88361695,29.891764,80.79208
Bajhang,2020,5,95.70191184,29.707187,81.177552
Mugu,2020,5,96.10394896,29.616697,82.370045
Bajura,2020,5,98.83818632,29.560981,81.563751
Baitadi,2020,5,156.6176463,29.505748,80.568945
Dolpa,2020,5,62.13257941,29.169672,83.051675
Jumla,2020,5,75.28645528,29.271429,82.216955
Kalikot,2020,5,117.4206462,29.193791,81.751297
Doti,2020,5,109.9917384,29.168435,80.894631
Dadeldhura,2020,5,156.8496432,29.223587,80.485935
Achham,2020,5,108.4664676,29.113284,81.297039
Mustang,2020,5,28.66094158,28.982166,83.857865
Dailekh,2020,5,139.5941624,28.877176,81.675712
Jajarkot,2020,5,155.4179455,28.864711,82.166041
Kanchanpur,2020,5,87.03948314,28.862743,80.321964
Kailali,2020,5,106.8813739,28.743479,80.875891
Rukum,2020,5,112.2569161,28.700602,82.663139
Surkhet,2020,5,117.223127,28.63821,81.58624
Manang,2020,5,51.07973285,28.675265,84.224174
Myagdi,2020,5,101.2650241,28.553634,83.460469
Gorkha,2020,5,91.6621601,28.319581,84.79061
Bardiya,2020,5,132.3102262,28.384409,81.399746
Salyan,2020,5,92.61868651,28.397541,82.137366
Baglung,2020,5,127.1139375,28.34594,83.253815
Kaski,2020,5,162.4002787,28.354788,83.998296
Rolpa,2020,5,98.68738162,28.343304,82.625385
Lamjung,2020,5,159.7186242,28.292067,84.430079
Parbat,2020,5,169.5481906,28.209591,83.680393
Rasuwa,2020,5,77.11779651,28.183009,85.410846
Pyuthan,2020,5,96.89268864,28.118619,82.866551
Dhading,2020,5,159.1959829,27.950737,84.961925
Banke,2020,5,109.7141535,28.086256,81.827979
Gulmi,2020,5,135.7676757,28.093716,83.3024
Dang,2020,5,64.05589627,27.962875,82.417879
Syangja,2020,5,183.4692547,28.0212,83.804351
Sindhupalchok,2020,5,111.0188983,27.913888,85.737562
Dolakha,2020,5,93.7470143,27.783823,86.194733
Tanahu,2020,5,229.6950846,27.955538,84.252931
Arghakhanchi,2020,5,97.91659648,27.918662,83.073749
Solukhumbu,2020,5,65.40925763,27.712663,86.717251
Nuwakot,2020,5,118.9682124,27.914389,85.236035
Sankhuwasabha,2020,5,127.4453285,27.582582,87.277929
Palpa,2020,5,126.3465395,27.818993,83.625544
Taplejung,2020,5,100.0053483,27.581838,87.820592
Chitwan,2020,5,166.765179,27.585455,84.436234
Nawalparasi,2020,5,145.5434342,27.633505,83.952535
Kapilbastu,2020,5,75.35705931,27.636098,82.989886
Ramechhap,2020,5,112.6877912,27.508253,86.170473
Kathmandu,2020,5,116.0951695,27.725003,85.334538
Rupandehi,2020,5,83.60771537,27.581858,83.389628
Kavre,2020,5,109.6735395,27.539266,85.618132
Bhaktapur,2020,5,118.1497824,27.679856,85.442301
Makwanpur,2020,5,175.4060446,27.469932,85.079392
Lalitpur,2020,5,134.7470691,27.539145,85.341026
Okhaldhunga,2020,5,110.254168,27.331806,86.418922
Bhojpur,2020,5,119.1007045,27.180734,87.067909
Parsa,2020,5,147.6605113,27.239618,84.780146
Sindhuli,2020,5,156.9730388,27.201824,85.943553
Khotang,2020,5,116.8983043,27.169881,86.787232
Panchthar,2020,5,138.6603718,27.115552,87.774862
Bara,2020,5,160.8336214,27.109749,85.070726
Tehrathum,2020,5,135.7711069,27.153802,87.547205
Rautahat,2020,5,181.0788405,27.002265,85.302537
Dhankuta,2020,5,114.2996304,26.991155,87.33102
Sarlahi,2020,5,170.3479602,26.985199,85.563792
Udayapur,2020,5,141.6974823,26.913352,86.696839
Mahottari,2020,5,159.4655333,26.883426,85.819526
Ilam,2020,5,134.5832314,26.879457,87.90406
Dhanusa,2020,5,139.560656,26.829398,86.033434
Siraha,2020,5,150.1609211,26.757133,86.340126
Saptari,2020,5,161.9741841,26.616442,86.725082
Morang,2020,5,161.0708133,26.617733,87.472352
Sunsari,2020,5,135.9001649,26.65068,87.164867
Jhapa,2020,5,184.670682,26.580276,87.913405
Humla,2020,6,126.1051929,30.031246,81.879939
Darchula,2020,6,184.93337,29.891764,80.79208
Bajhang,2020,6,135.9922312,29.707187,81.177552
Mugu,2020,6,89.4206354,29.616697,82.370045
Bajura,2020,6,115.4934842,29.560981,81.563751
Baitadi,2020,6,159.1632449,29.505748,80.568945
Dolpa,2020,6,95.50434852,29.169672,83.051675
Jumla,2020,6,93.37353885,29.271429,82.216955
Kalikot,2020,6,122.4461239,29.193791,81.751297
Doti,2020,6,216.0997736,29.168435,80.894631
Dadeldhura,2020,6,174.3871092,29.223587,80.485935
Achham,2020,6,217.8401618,29.113284,81.297039
Mustang,2020,6,94.34778504,28.982166,83.857865
Dailekh,2020,6,218.7251473,28.877176,81.675712
Jajarkot,2020,6,177.320316,28.864711,82.166041
Kanchanpur,2020,6,206.7655704,28.862743,80.321964
Kailali,2020,6,313.5992568,28.743479,80.875891
Rukum,2020,6,216.1518918,28.700602,82.663139
Surkhet,2020,6,286.7979151,28.63821,81.58624
Manang,2020,6,200.5039871,28.675265,84.224174
Myagdi,2020,6,251.0355539,28.553634,83.460469
Gorkha,2020,6,196.8934568,28.319581,84.79061
Bardiya,2020,6,299.6214067,28.384409,81.399746
Salyan,2020,6,264.3973905,28.397541,82.137366
Baglung,2020,6,329.260472,28.34594,83.253815
Kaski,2020,6,407.6560875,28.354788,83.998296
Rolpa,2020,6,324.7248694,28.343304,82.625385
Lamjung,2020,6,348.6466036,28.292067,84.430079
Parbat,2020,6,388.8284379,28.209591,83.680393
Rasuwa,2020,6,191.8917446,28.183009,85.410846
Pyuthan,2020,6,323.0206806,28.118619,82.866551
Dhading,2020,6,247.0144556,27.950737,84.961925
Banke,2020,6,317.8647256,28.086256,81.827979
Gulmi,2020,6,385.6061625,28.093716,83.3024
Dang,2020,6,394.8750337,27.962875,82.417879
Syangja,2020,6,424.486696,28.0212,83.804351
Sindhupalchok,2020,6,282.484471,27.913888,85.737562
Dolakha,2020,6,205.2532169,27.783823,86.194733
Tanahu,2020,6,389.5083857,27.955538,84.252931
Arghakhanchi,2020,6,388.4177925,27.918662,83.073749
Solukhumbu,2020,6,154.4791322,27.712663,86.717251
Nuwakot,2020,6,224.3179401,27.914389,85.236035
Sankhuwasabha,2020,6,208.6515388,27.582582,87.277929
Palpa,2020,6,416.7131892,27.818993,83.625544
Taplejung,2020,6,196.364034,27.581838,87.820592
Chitwan,2020,6,406.6113466,27.585455,84.436234
Nawalparasi,2020,6,474.4397373,27.633505,83.952535
Kapilbastu,2020,6,395.746754,27.636098,82.989886
Ramechhap,2020,6,207.4138195,27.508253,86.170473
Kathmandu,2020,6,241.4623206,27.725003,85.334538
Rupandehi,2020,6,454.6508545,27.581858,83.389628
Kavre,2020,6,256.0548951,27.539266,85.618132
Bhaktapur,2020,6,240.9858553,27.679856,85.442301
Makwanpur,2020,6,336.9185799,27.469932,85.079392
Lalitpur,2020,6,272.7282208,27.539145,85.341026
Okhaldhunga,2020,6,213.6765444,27.331806,86.418922
Bhojpur,2020,6,200.2876855,27.180734,87.067909
Parsa,2020,6,379.2280709,27.239618,84.780146
Sindhuli,2020,6,285.7916745,27.201824,85.943553
Khotang,2020,6,221.2570956,27.169881,86.787232
Panchthar,2020,6,255.3216853,27.115552,87.774862
Bara,2020,6,298.4719682,27.109749,85.070726
Tehrathum,2020,6,237.3543699,27.153802,87.547205
Rautahat,2020,6,324.5810331,27.002265,85.302537
Dhankuta,2020,6,203.5864524,26.991155,87.33102
Sarlahi,2020,6,311.2016409,26.985199,85.563792
Udayapur,2020,6,264.5893741,26.913352,86.696839
Mahottari,2020,6,261.2951731,26.883426,85.819526
Ilam,2020,6,324.7951929,26.879457,87.90406
Dhanusa,2020,6,242.9649947,26.829398,86.033434
Siraha,2020,6,269.2979973,26.757133,86.340126
Saptari,2020,6,319.3711246,26.616442,86.725082
Morang,2020,6,315.1085328,26.617733,87.472352
Sunsari,2020,6,264.1468682,26.65068,87.164867
Jhapa,2020,6,388.709473,26.580276,87.913405
Humla,2020,7,82.80460477,30.031246,81.879939
Darchula,2020,7,275.7572575,29.891764,80.79208
Bajhang,2020,7,200.6207097,29.707187,81.177552
Mugu,2020,7,103.1386552,29.616697,82.370045
Bajura,2020,7,168.4089771,29.560981,81.563751
Baitadi,2020,7,315.8682486,29.505748,80.568945
Dolpa,2020,7,130.202151,29.169672,83.051675
Jumla,2020,7,160.2153714,29.271429,82.216955
Kalikot,2020,7,210.8438823,29.193791,81.751297
Doti,2020,7,321.125998,29.168435,80.894631
Dadeldhura,2020,7,363.4258124,29.223587,80.485935
Achham,2020,7,326.668549,29.113284,81.297039
Mustang,2020,7,136.7623633,28.982166,83.857865
Dailekh,2020,7,357.2067962,28.877176,81.675712
Jajarkot,2020,7,334.8896622,28.864711,82.166041
Kanchanpur,2020,7,459.4431463,28.862743,80.321964
Kailali,2020,7,470.0034091,28.743479,80.875891
Rukum,2020,7,386.6813789,28.700602,82.663139
Surkhet,2020,7,429.5648207,28.63821,81.58624
Manang,2020,7,275.7453838,28.675265,84.224174
Myagdi,2020,7,311.4544726,28.553634,83.460469
Gorkha,2020,7,273.6787016,28.319581,84.79061
Bardiya,2020,7,483.3824854,28.384409,81.399746
Salyan,2020,7,428.4471617,28.397541,82.137366
Baglung,2020,7,457.9972582,28.34594,83.253815
Kaski,2020,7,538.3957093,28.354788,83.998296
Rolpa,2020,7,515.9393029,28.343304,82.625385
Lamjung,2020,7,467.4468432,28.292067,84.430079
Parbat,2020,7,537.3326281,28.209591,83.680393
Rasuwa,2020,7,219.745673,28.183009,85.410846
Pyuthan,2020,7,523.6402647,28.118619,82.866551
Dhading,2020,7,368.6680986,27.950737,84.961925
Banke,2020,7,489.6471221,28.086256,81.827979
Gulmi,2020,7,634.2257526,28.093716,83.3024
Dang,2020,7,667.8889004,27.962875,82.417879
Syangja,2020,7,677.336502,28.0212,83.804351
Sindhupalchok,2020,7,322.4493831,27.913888,85.737562
Dolakha,2020,7,279.6254557,27.783823,86.194733
Tanahu,2020,7,592.0691645,27.955538,84.252931
Arghakhanchi,2020,7,712.7244656,27.918662,83.073749
Solukhumbu,2020,7,272.448446,27.712663,86.717251
Nuwakot,2020,7,301.4177586,27.914389,85.236035
Sankhuwasabha,2020,7,328.7808059,27.582582,87.277929
Palpa,2020,7,799.427392,27.818993,83.625544
Taplejung,2020,7,344.2203381,27.581838,87.820592
Chitwan,2020,7,678.2723504,27.585455,84.436234
Nawalparasi,2020,7,878.9762414,27.633505,83.952535
Kapilbastu,2020,7,832.253281,27.636098,82.989886
Ramechhap,2020,7,308.5499539,27.508253,86.170473
Kathmandu,2020,7,345.6461717,27.725003,85.334538
Rupandehi,2020,7,888.5533119,27.581858,83.389628
Kavre,2020,7,381.9264268,27.539266,85.618132
Bhaktapur,2020,7,346.0818858,27.679856,85.442301
Makwanpur,2020,7,644.0703982,27.469932,85.079392
Lalitpur,2020,7,416.6900531,27.539145,85.341026
Okhaldhunga,2020,7,305.6864199,27.331806,86.418922
Bhojpur,2020,7,304.0598986,27.180734,87.067909
Parsa,2020,7,693.8812926,27.239618,84.780146
Sindhuli,2020,7,484.4807787,27.201824,85.943553
Khotang,2020,7,308.6469439,27.169881,86.787232
Panchthar,2020,7,484.9725212,27.115552,87.774862
Bara,2020,7,748.4726388,27.109749,85.070726
Tehrathum,2020,7,371.6739537,27.153802,87.547205
Rautahat,2020,7,759.2213793,27.002265,85.302537
Dhankuta,2020,7,375.3875701,26.991155,87.33102
Sarlahi,2020,7,661.4495547,26.985199,85.563792
Udayapur,2020,7,455.1557609,26.913352,86.696839
